Property URL,MLS ID,Property type,Property price (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Bedrooms,Bathrooms,Street address,City,Zip,State,Country
"https://www.zillow.com/homedetails/91-Branchville-Rd-Valley-Cottage-NY-10989/53405084_zpid/","","Single Family","560000","05/08/2024","2480","sqft","225.81","0.52","acres","4","3","91 Branchville Road","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/6-Reina-Ln-Valley-Cottage-NY-10989/53403444_zpid/","","Single Family","700000","05/03/2024","2164","sqft","323.48","0.62","acres","4","3","6 Reina Lane","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/261-Cottage-Rd-Valley-Cottage-NY-10989/53404918_zpid/","","Single Family","569000","04/17/2024","1378","sqft","412.92","10454","sqft","4","2","261 Cottage Road","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/10-Tena-Pl-Valley-Cottage-NY-10989/53410875_zpid/","","Single Family","685000","04/15/2024","1976","sqft","346.66","0.52","acres","4","3","10 Tena Place","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/414-Country-Ridge-Dr-Valley-Cottage-NY-10989/53404350_zpid/","","Single Family","720000","04/05/2024","2084","sqft","345.49","0.3","acres","4","3","414 Country Ridge Drive","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/3-Park-Ter-Valley-Cottage-NY-10989/53404073_zpid/","","Single Family","490000","03/26/2024","1668","sqft","293.76","0.35","acres","","1.5","3 Park Ter","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/309-Fulle-Dr-Valley-Cottage-NY-10989/53405023_zpid/","","Single Family","596300","03/25/2024","1260","sqft","473.25","0.5","acres","3","2","309 Fulle Drive","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/779-Sequoia-Dr-Valley-Cottage-NY-10989/53405350_zpid/","","Single Family","540000","03/22/2024","2512","sqft","214.97","0.34","acres","","2","779 Sequoia Dr","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/460-Christian-Herald-Rd-Valley-Cottage-NY-10989/53410917_zpid/","","Single Family","515000","03/21/2024","1406","sqft","366.29","0.4","acres","3","2","460 Christian Herald Road","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/548-Mountainview-Ave-Valley-Cottage-NY-10989/80014928_zpid/","","Single Family","678000","03/21/2024","2989","sqft","226.83","3484","sqft","3","3","548 Mountainview Ave","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/539-Kings-Hwy-Valley-Cottage-NY-10989/53410725_zpid/","","Single Family","542000","03/08/2024","1392","sqft","389.37","0.32","acres","3","2","539 Kings Highway","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/129-Ridge-Rd-Valley-Cottage-NY-10989/143823912_zpid/","","Single Family","775999","03/07/2024","3084","sqft","251.62","0.62","acres","4","3","129 Ridge Road","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/1-Church-La-Vall-K-Valley-Valley-Cottage-NY-10989/53405175_zpid/","","Single Family","240000","03/05/2024","805","sqft","298.14","3049","sqft","1","1","1 Church La Vall K Valley","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/554-Mountainview-Ave-Valley-Cottage-NY-10989/80017023_zpid/","","Single Family","678000","03/04/2024","2989","sqft","226.83","3484","sqft","3","3","554 Mountainview Ave","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/5-Miranda-Dr-Valley-Cottage-NY-10989/2086106763_zpid/","","Single Family","995000","03/04/2024","2500","sqft","398","","","4","3","5 Miranda Drive","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/561-Mountainview-Ave-Valley-Cottage-NY-10989/53411160_zpid/","","Single Family","599999","02/23/2024","2210","sqft","271.49","0.69","acres","4","4","561 Mountainview Avenue","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/5-M-Church-Ln-M-Valley-Cottage-NY-10989/53405231_zpid/","","Single Family","245000","02/09/2024","754","sqft","324.93","3049","sqft","1","1","5-M Church Ln #M","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/1-Margaret-Ct-Valley-Cottage-NY-10989/53410800_zpid/","","Single Family","650000","02/02/2024","2215","sqft","293.45","0.4","acres","4","3","1 Margaret Court","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/417-Sierra-Vista-Ln-417-Valley-Cottage-NY-10989/2056629373_zpid/","","Single Family","309000","01/29/2024","","","","","","","","417 Sierra Vista Ln #417","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/340-Fulle-Dr-Valley-Cottage-NY-10989/53410570_zpid/","","Single Family","653000","01/26/2024","2120","sqft","308.02","0.52","acres","4","2","340 Fulle Dr","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/154-Route-303-Valley-Cottage-NY-10989/53405395_zpid/","","Single Family","379000","01/25/2024","840","sqft","451.19","0.29","acres","2","1","154 Route 303","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/402-Kings-Hwy-Valley-Cottage-NY-10989/53404624_zpid/","","Single Family","501245","01/23/2024","1748","sqft","286.75","0.35","acres","","2","402 Kings Hwy","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/181-Quaspeck-Blvd-Valley-Cottage-NY-10989/53405664_zpid/","","Single Family","600000","01/22/2024","1420","sqft","422.54","10019","sqft","3","2","181 Quaspeck Boulevard","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/243-Maple-Rd-Valley-Cottage-NY-10989/53404992_zpid/","","Single Family","500000","01/12/2024","1224","sqft","408.5","0.3","acres","","1","243 Maple Rd","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/459-Storms-Rd-Valley-Cottage-NY-10989/53411144_zpid/","","Single Family","550000","01/11/2024","1588","sqft","346.35","0.34","acres","3","2","459 Storms Road","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/41-Forest-Glen-Rd-Valley-Cottage-NY-10989/53411069_zpid/","","Single Family","570000","12/22/2023","1664","sqft","342.55","0.27","acres","3","2","41 Forest Glen Road","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/6-Five-Oaks-Ln-Valley-Cottage-NY-10989/53403567_zpid/","","Single Family","680000","12/01/2023","1828","sqft","371.99","0.42","acres","4","3","6 Five Oaks Lane","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/3-Five-Oaks-Ln-Valley-Cottage-NY-10989/53403561_zpid/","","Single Family","290000","11/27/2023","2916","sqft","99.45","","sqft","4","3","3 Five Oaks Ln","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/3-Miranda-Lane-Valley-Cottage-NY-10989/2094550730_zpid/","","Single Family","980000","11/24/2023","2500","sqft","392","","","4","3","3 Miranda Drive","valley cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/37-Oxford-Dr-Valley-Cottage-NY-10989/53410796_zpid/","","Single Family","606000","11/22/2023","2182","sqft","277.73","8712","sqft","6","2","37 Oxford Drive","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/79-Gilchrest-Rd-Valley-Cottage-NY-10989/53404285_zpid/","","Single Family","658000","11/20/2023","2324","sqft","283.13","0.58","acres","4","3","79 Gilchrest Rd","Valley Cottage","10989","NY","USA"
"https://www.zillow.com/homedetails/177-Quaspeck-Blvd-Valley-Cottage-NY-10989/53405662_zpid/","","Single Family","560000","11/16/2023","1420","sqft","394.37","10019","sqft","3","2","177 Quaspeck Boulevard","Valley Cottage","10989","NY","USA"
